Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
170,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol's most intense psychological mysteries.,ZuCo1,task1,1,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol's most intense psychological mysteries.,positive,170,mika,isabelle,chabrol,Movie Reviews and Sentiment
171,A small movie with a big impact.,ZuCo1,task1,1,A small movie with a big impact.,positive,171,movie,impact,small,Movie Reviews and Sentiment
172,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,ZuCo1,task1,1,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,172,sensual,lyrical,women,Movie Reviews and Sentiment
173,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,ZuCo1,task1,0,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,neutral,173,melancholy,uncinematic,eloquently,Movie Reviews and Sentiment
174,"Hey Arnold! is now stretched to barely feature length, with a little more attention paid to the animation.",ZuCo1,task1,0,"Hey Arnold! is now stretched to barely feature length, with a little more attention paid to the animation.",neutral,174,arnold,animation,hey,Movie Reviews and Sentiment
175,"After that, it just gets stupid and maudlin.",ZuCo1,task1,-1,"After that, it just gets stupid and maudlin.",negative,175,maudlin,gets,stupid,Movie Reviews and Sentiment
176,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",ZuCo1,task1,1,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",positive,176,dreamlike,film,visuals,Movie Reviews and Sentiment
177,"Plods along, minus the twisted humor and eye-popping visuals that have made Miike... a cult hero.",ZuCo1,task1,0,"Plods along, minus the twisted humor and eye-popping visuals that have made Miike... a cult hero.",neutral,177,miike,hero,cult,Movie Reviews and Sentiment
178,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",ZuCo1,task1,1,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",negative,178,manhunter,impresses,unsettling,Movie Reviews and Sentiment
179,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",ZuCo1,task1,1,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",positive,179,incendiary,reactions,genius,Biographies and Factual Knowledge
180,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",ZuCo1,task1,-1,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,180,directed,scripted,acted,Movie Reviews and Sentiment
181,"The sort of picture in which, whenever one of the characters has some serious soul searching to do, they go to a picture-perfect beach during sunset.",ZuCo1,task1,0,"The sort of picture in which, whenever one of the characters has some serious soul searching to do, they go to a picture-perfect beach during sunset.",positive,181,sunset,beach,picture,Movie Reviews and Sentiment
182,"Despite its raucous intent, XXX is as conventional as a Nike ad and as rebellious as spring break.",ZuCo1,task1,0,"Despite its raucous intent, XXX is as conventional as a Nike ad and as rebellious as spring break.",negative,182,rebellious,conventional,raucous,Movie Reviews and Sentiment
183,... a roller-coaster ride of a movie,ZuCo1,task1,1,... a roller-coaster ride of a movie,positive,183,movie,coaster,roller,Movie Reviews and Sentiment
184,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",ZuCo1,task1,1,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,184,impulse,vibrant,human,Movie Reviews and Sentiment
185,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,ZuCo1,task1,1,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,positive,185,suspense,audiard,film,Movie Reviews and Sentiment
186,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,ZuCo1,task1,,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,negative,186,horror,movie,trouble,Movie Reviews and Sentiment
187,After that it becomes long and tedious like a classroom play in a college history course.,ZuCo1,task1,-1,After that it becomes long and tedious like a classroom play in a college history course.,negative,187,tedious,play,history,Biographies and Factual Knowledge
188,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",ZuCo1,task1,1,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",positive,188,blockbusters,summer,cool,Movie Reviews and Sentiment
189,"Blade II has a brilliant director and charismatic star, but it suffers from rampant vampire devaluation.",ZuCo1,task1,0,"Blade II has a brilliant director and charismatic star, but it suffers from rampant vampire devaluation.",negative,189,blade,vampire,director,Movie Reviews and Sentiment
190,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",ZuCo1,task1,-1,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",negative,190,movie,satirical,loud,Movie Reviews and Sentiment
191,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",ZuCo1,task1,1,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",positive,191,asparagus,veggietales,appetizing,Movie Reviews and Sentiment
192,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",ZuCo1,task1,0,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",negative,192,dissidents,1967,century,Biographies and Factual Knowledge
193,A truly wonderful tale combined with stunning animation.,ZuCo1,task1,1,A truly wonderful tale combined with stunning animation.,positive,193,animation,tale,stunning,Movie Reviews and Sentiment
194,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",ZuCo1,task1,-1,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",negative,194,lingering,sticks,creepiness,Movie Reviews and Sentiment
195,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,ZuCo1,task1,1,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,neutral,195,artificiality,simone,artificial,Movie Reviews and Sentiment
196,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",ZuCo1,task1,1,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,196,rock,arrow,ants,Movie Reviews and Sentiment
197,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",ZuCo1,task1,1,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",neutral,197,tattoo,intrigue,characters,Movie Reviews and Sentiment
198,A portrait of an artist.,ZuCo1,task1,0,A portrait of an artist.,neutral,198,portrait,artist,,Movie Reviews and Sentiment
199,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",ZuCo1,task1,-1,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",negative,199,approach,wise,guys,Biographies and Factual Knowledge
200,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",ZuCo1,task1,1,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",positive,200,film,contenders,benchmark,Movie Reviews and Sentiment
201,This is one of the biggest disappointments of the year.,ZuCo1,task1,-1,This is one of the biggest disappointments of the year.,negative,201,disappointments,biggest,year,Movie Reviews and Sentiment
202,It never fails to engage us.,ZuCo1,task1,1,It never fails to engage us.,positive,202,engage,fails,,Biographies and Factual Knowledge
203,"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",ZuCo1,task1,0,"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",negative,203,rage,cultural,class,Movie Reviews and Sentiment
204,The movie slides downhill as soon as macho action conventions assert themselves.,ZuCo1,task1,-1,The movie slides downhill as soon as macho action conventions assert themselves.,negative,204,macho,movie,downhill,Movie Reviews and Sentiment
205,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",ZuCo1,task1,1,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",positive,205,romantic,teary,emotional,Movie Reviews and Sentiment
206,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",ZuCo1,task1,1,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",positive,206,godard,visually,impenetrable,Movie Reviews and Sentiment
207,The cumulative effect of the movie is repulsive and depressing.,ZuCo1,task1,-1,The cumulative effect of the movie is repulsive and depressing.,negative,207,repulsive,depressing,movie,Movie Reviews and Sentiment
208,"Feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful, half-naked women.",ZuCo1,task1,0,"Feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful, half-naked women.",negative,208,naked,moviemaker,feels,Movie Reviews and Sentiment
209,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",ZuCo1,task1,-1,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",negative,209,movie,igloo,dull,Movie Reviews and Sentiment
210,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",ZuCo1,task1,1,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,210,diesel,elegance,creature,Movie Reviews and Sentiment
211,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,ZuCo1,task1,-1,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,negative,211,heal,tortured,psyche,Movie Reviews and Sentiment
212,"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza, there's nothing here to match that movie's intermittent moments of inspiration.",ZuCo1,task1,0,"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza, there's nothing here to match that movie's intermittent moments of inspiration.",negative,212,sara,serving,movie,Movie Reviews and Sentiment
213,"It's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing, let alone funny.",ZuCo1,task1,-1,"It's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing, let alone funny.",negative,213,slackers,puberty,amusing,Movie Reviews and Sentiment
214,"It never is, not fully.",ZuCo1,task1,0,"It never is, not fully.",negative,214,fully,,,Biographies and Factual Knowledge
215,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",ZuCo1,task1,1,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",positive,215,undercover,brother,spoofs,Movie Reviews and Sentiment
216,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,ZuCo1,task1,1,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,negative,216,haunted,creepy,interiors,Movie Reviews and Sentiment
217,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",ZuCo1,task1,-1,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",neutral,217,perry,cedric,entertainer,Movie Reviews and Sentiment
218,It's a funny little movie with clever dialogue and likeable characters.,ZuCo1,task1,1,It's a funny little movie with clever dialogue and likeable characters.,positive,218,movie,characters,likeable,Movie Reviews and Sentiment
219,"``13 Conversations'' holds its goodwill close, but is relatively slow to come to the point.",ZuCo1,task1,0,"``13 Conversations'' holds its goodwill close, but is relatively slow to come to the point.",neutral,219,conversations,13,slow,Movie Reviews and Sentiment
220,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",ZuCo1,task1,1,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,220,film,fest,audience,Movie Reviews and Sentiment
221,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",ZuCo1,task1,0,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",neutral,221,afterlife,movie,wishing,Movie Reviews and Sentiment
222,The movie is virtually without context -- journalistic or historical.,ZuCo1,task1,-1,The movie is virtually without context -- journalistic or historical.,negative,222,context,journalistic,movie,Biographies and Factual Knowledge
223,"After sitting through this sloppy, made-for-movie comedy special, it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work.",ZuCo1,task1,-1,"After sitting through this sloppy, made-for-movie comedy special, it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work.",negative,223,criticism,comedy,lawrence,Movie Reviews and Sentiment
224,Genuinely touching because it's realistic about all kinds of love.,ZuCo1,task1,1,Genuinely touching because it's realistic about all kinds of love.,positive,224,touching,love,genuinely,Movie Reviews and Sentiment
225,"For all the complications, it's all surprisingly predictable.",ZuCo1,task1,0,"For all the complications, it's all surprisingly predictable.",negative,225,predictable,surprisingly,complications,Biographies and Factual Knowledge
226,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",ZuCo1,task1,1,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,226,cast,forster,levy,Movie Reviews and Sentiment
227,It will guarantee to have you leaving the theater with a smile on your face.,ZuCo1,task1,1,It will guarantee to have you leaving the theater with a smile on your face.,positive,227,theater,smile,guarantee,Movie Reviews and Sentiment
228,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",ZuCo1,task1,-1,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten.",negative,228,misery,voyeuristic,spectacle,Movie Reviews and Sentiment
229,"A thoroughly awful movie -- dumb, narratively chaotic, visually sloppy... a weird amalgam of `The Thing' and a geriatric `Scream.'",ZuCo1,task1,-1,"A thoroughly awful movie -- dumb, narratively chaotic, visually sloppy... a weird amalgam of `The Thing' and a geriatric `Scream.'",negative,229,movie,thing,awful,Movie Reviews and Sentiment
230,"One of those staggeringly well-produced, joylessly extravagant pictures that keep whooshing you from one visual marvel to the next, hastily, emptily.",ZuCo1,task1,0,"One of those staggeringly well-produced, joylessly extravagant pictures that keep whooshing you from one visual marvel to the next, hastily, emptily.",positive,230,visual,extravagant,pictures,Movie Reviews and Sentiment
231,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",ZuCo1,task1,1,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",positive,231,thriller,dragon,oscar,Movie Reviews and Sentiment
232,"The movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",ZuCo1,task1,0,"The movie has no respect for laws, political correctness or common decency, but it displays something more important: respect for its flawed, crazy people.",negative,232,movie,decency,respect,Movie Reviews and Sentiment
233,"In a strange way, Egoyan has done too much.",ZuCo1,task1,0,"In a strange way, Egoyan has done too much.",negative,233,egoyan,strange,way,Biographies and Factual Knowledge
234,"After seeing the film, I can tell you that there's no other reason why anyone should bother remembering it.",ZuCo1,task1,-1,"After seeing the film, I can tell you that there's no other reason why anyone should bother remembering it.",negative,234,remembering,film,bother,Movie Reviews and Sentiment
235,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,ZuCo1,task1,1,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,neutral,235,grueling,film,darkly,Movie Reviews and Sentiment
236,"In some ways, Lagaan is quintessential Bollywood.",ZuCo1,task1,0,"In some ways, Lagaan is quintessential Bollywood.",positive,236,lagaan,bollywood,quintessential,Movie Reviews and Sentiment
237,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",ZuCo1,task1,1,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",neutral,237,pacino,williams,characters,Movie Reviews and Sentiment
238,"It would be disingenuous to call Reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",ZuCo1,task1,0,"It would be disingenuous to call Reno a great film, but you can say that about most of the flicks moving in and out of the multiplex.",neutral,238,reno,film,flicks,Movie Reviews and Sentiment
239,"Some movies can get by without being funny simply by structuring the scenes as if they were jokes: a setup, delivery and payoff.",ZuCo1,task1,0,"Some movies can get by without being funny simply by structuring the scenes as if they were jokes: a setup, delivery and payoff.",negative,239,scenes,jokes,movies,Movie Reviews and Sentiment
240,Narc can only remind us of brilliant crime dramas without becoming one itself.,ZuCo1,task1,0,Narc can only remind us of brilliant crime dramas without becoming one itself.,neutral,240,narc,crime,dramas,Movie Reviews and Sentiment
241,Narc is a no-bull throwback to 1970s action films.,ZuCo1,task1,1,Narc is a no-bull throwback to 1970s action films.,neutral,241,narc,throwback,1970s,Movie Reviews and Sentiment
242,Intriguing and downright intoxicating.,ZuCo1,task1,1,Intriguing and downright intoxicating.,positive,242,intoxicating,intriguing,downright,Movie Reviews and Sentiment
243,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic.",ZuCo1,task1,0,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic.",positive,243,film,original,storyline,Movie Reviews and Sentiment
244,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,ZuCo1,task1,-1,Perhaps the most annoying thing about Who Is Cletis Tout? is that it's a crime movie made by someone who obviously knows nothing about crime.,negative,244,tout,cletis,movie,Movie Reviews and Sentiment
245,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",ZuCo1,task1,1,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",positive,245,stitch,lilo,originality,Movie Reviews and Sentiment
246,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,ZuCo1,task1,1,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,positive,246,rachel,drama,funnybone,Movie Reviews and Sentiment
247,"At its worst, it implodes in a series of very bad special effects.",ZuCo1,task1,-1,"At its worst, it implodes in a series of very bad special effects.",negative,247,implodes,effects,worst,Movie Reviews and Sentiment
248,Bad and baffling from the get-go.,ZuCo1,task1,-1,Bad and baffling from the get-go.,negative,248,bad,baffling,,Movie Reviews and Sentiment
249,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",ZuCo1,task1,1,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,249,movie,animation,educational,Movie Reviews and Sentiment
250,The original wasn't a good movie but this remake makes it look like a masterpiece!,ZuCo1,task1,-1,The original wasn't a good movie but this remake makes it look like a masterpiece!,positive,250,masterpiece,remake,original,Movie Reviews and Sentiment
251,"To my taste, the film's comic characters come perilously close to being Amoses and Andys for a new generation.",ZuCo1,task1,0,"To my taste, the film's comic characters come perilously close to being Amoses and Andys for a new generation.",neutral,251,amoses,andys,characters,Movie Reviews and Sentiment
252,"Although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",ZuCo1,task1,-1,"Although the sequel has all the outward elements of the original, the first film's lovely flakiness is gone, replaced by the forced funniness found in the dullest kiddie flicks.",negative,252,sequel,film,original,Movie Reviews and Sentiment
253,"The real charm of this trifle is the deadpan comic face of its star, Jean Reno, who resembles Sly Stallone in a hot sake half-sleep.",ZuCo1,task1,0,"The real charm of this trifle is the deadpan comic face of its star, Jean Reno, who resembles Sly Stallone in a hot sake half-sleep.",positive,253,sly,stallone,trifle,Movie Reviews and Sentiment
254,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",ZuCo1,task1,1,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",positive,254,starring,piper,blonde,Movie Reviews and Sentiment
255,"This method almost never fails him, and it works superbly here.",ZuCo1,task1,1,"This method almost never fails him, and it works superbly here.",positive,255,method,works,superbly,Biographies and Factual Knowledge
256,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,ZuCo1,task1,1,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,neutral,256,baseball,films,fields,Movie Reviews and Sentiment
257,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,ZuCo1,task1,0,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,neutral,257,steers,manhattan,empathy,Movie Reviews and Sentiment
258,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",ZuCo1,task1,0,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",positive,258,emperor,intentions,films,Movie Reviews and Sentiment
259,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,ZuCo1,task1,1,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,positive,259,semitism,fascism,shocking,Movie Reviews and Sentiment
260,"LaBute can't avoid a fatal mistake in the modern era: He's changed the male academic from a lower-class Brit to an American, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",ZuCo1,task1,0,"LaBute can't avoid a fatal mistake in the modern era: He's changed the male academic from a lower-class Brit to an American, a choice that upsets the novel's exquisite balance and shreds the fabric of the film.",negative,260,labute,novel,changed,Movie Reviews and Sentiment
261,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,ZuCo1,task1,0,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video.,neutral,261,biopic,crane,video,Biographies and Factual Knowledge
262,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",ZuCo1,task1,1,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,262,poetry,journalism,subtle,Biographies and Factual Knowledge
263,... think of it as American Pie On Valium.,ZuCo1,task1,0,... think of it as American Pie On Valium.,neutral,263,pie,valium,american,Movie Reviews and Sentiment
264,Gere gives a good performance in a film that doesn't merit it.,ZuCo1,task1,0,Gere gives a good performance in a film that doesn't merit it.,neutral,264,gere,film,merit,Movie Reviews and Sentiment
265,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",ZuCo1,task1,,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",negative,265,racy,dull,movie,Movie Reviews and Sentiment
266,The Pianist is Polanski's best film.,ZuCo1,task1,1,The Pianist is Polanski's best film.,positive,266,polanski,pianist,film,Movie Reviews and Sentiment
267,Maybe Thomas Wolfe was right: You can't go home again.,ZuCo1,task1,0,Maybe Thomas Wolfe was right: You can't go home again.,neutral,267,wolfe,home,right,Biographies and Factual Knowledge
268,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",ZuCo1,task1,-1,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,268,director,backdrops,consistent,Movie Reviews and Sentiment
269,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",ZuCo1,task1,-1,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,269,directed,produced,project,Movie Reviews and Sentiment
270,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",ZuCo1,task1,-1,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",negative,270,script,blood,bright,Movie Reviews and Sentiment
271,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",ZuCo1,task1,-1,"Like Rudy Yellow Lodge, Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider.",neutral,271,eyre,spider,sweat,Movie Reviews and Sentiment
272,But his showboating wise-cracker stock persona sure is getting old.,ZuCo1,task1,0,But his showboating wise-cracker stock persona sure is getting old.,negative,272,showboating,old,wise,Movie Reviews and Sentiment
273,"Circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",ZuCo1,task1,0,"Circuit queens won't learn a thing, they'll be too busy cursing the film's strategically placed white sheets.",negative,273,circuit,film,sheets,Movie Reviews and Sentiment
274,"A lot of talent is wasted in this crass, low-wattage endeavor.",ZuCo1,task1,-1,"A lot of talent is wasted in this crass, low-wattage endeavor.",negative,274,talent,wattage,wasted,Movie Reviews and Sentiment
275,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",ZuCo1,task1,0,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.",negative,275,film,camera,portraying,Biographies and Factual Knowledge
276,The second coming of Harry Potter is a film far superior to its predecessor.,ZuCo1,task1,1,The second coming of Harry Potter is a film far superior to its predecessor.,positive,276,potter,harry,film,Movie Reviews and Sentiment
277,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,ZuCo1,task1,-1,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,negative,277,movie,horror,comedy,Movie Reviews and Sentiment
278,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",ZuCo1,task1,1,"The film just might turn on many people to opera, in general, an art form at once visceral and spiritual, wonderfully vulgar and sublimely lofty -- and as emotionally grand as life.",positive,278,opera,film,art,Movie Reviews and Sentiment
279,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",ZuCo1,task1,1,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,279,trimmings,snickers,scrooge,Movie Reviews and Sentiment
280,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",ZuCo1,task1,0,"The inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power, as if they were tales that had been handed down since the beginning of time.",neutral,280,narratives,tales,inhospitability,Biographies and Factual Knowledge
281,Even more baffling is that it's funny.,ZuCo1,task1,0,Even more baffling is that it's funny.,negative,281,baffling,funny,,Movie Reviews and Sentiment
282,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",ZuCo1,task1,0,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",negative,282,tragedy,parker,story,Movie Reviews and Sentiment
283,"Hard, endearing, caring, warm.",ZuCo1,task1,1,"Hard, endearing, caring, warm.",positive,283,endearing,warm,caring,Movie Reviews and Sentiment
